ref|label|hilo|item|login|fechaini|fechafin|detail|group|type|typename|unitprogram|unit|price
SIP-1|OBRAS GENERALES|||carguedas,jseborga,prodas||||1|||||
SIP001|PERMISO DE CONSTRUCCION|SIP-1||carguedas,jseborga,prodas|14/12/2015|05/01/2016||0|||1|GLB|0
SIP002|DEMOLICION DEL CERCO PERIMETRAL Y LIMPIEZA DEL PREDIO E.T. SECCION 203|SIP-1||carguedas,jseborga,prodas|14/12/2015|05/01/2016||0|||1|GLB|8287.2
SIP003|"INSTALACION DE FAENAS. MOVILIZACION, OBRAS TEMPORALES, SEGURIDAD, LIMPIEZA, LETREROS, PROVISION DE AGUA Y ENERGIA ELECTRICA, ENSAYOS, DESMOVILIZACION, PLANOS ""AS BUILT"", ETC. DE ACUERDO A LO INDICADO EN LAS ET SEC. 201"|SIP-1||carguedas,jseborga,prodas|14/12/2015|05/01/2016||0|||1|GLB|72700.1
SIP004|TOPOGRAFIA, REPLANTEO Y CONTROL DE NIVELES|SIP-1||carguedas,jseborga,prodas|14/12/2015|05/01/2016||0|||1|GLB|11318.67
SIP-2|OBRAS PRELIMINARES|||carguedas,jseborga,prodas||||1|||||
SIP005|EXCAVACION A MAQUINA DE LA FOSA DESTINADA A LA CONFORMACION DE LOS NIVELES DE SOTANO, DE ACUERDO A PLANOS DE ESTRUCTURA. VER LAS ET SEC. 204|SIP-2||carguedas,jseborga,prodas|21/12/2015|24/04/2016||0|||4509.47|M3|25.09
SIP006|EXCAVACION A MAQUINA DE LA FOSA CON AGOTAMIENTO|SIP-2||carguedas,jseborga,prodas|21/12/2015|24/04/2016||0|||2500|M3|71.89
SIP007|EXCAVACION MANUAL DE FOSAS DESTINADAS A FUNDACIONES AISLADAS Y FUNDACIONES CORRIDAS PARA MUROS, DE ACUERDO A PLANOS DE ESTRUCTURA. VER SEC. 204|SIP-2||carguedas,jseborga,prodas|21/12/2015|24/04/2016||0|||0|M3|75.34
SIP008|EXCAVACION MANUAL DE FOSAS CON AGOTAMIENTO|SIP-2||carguedas,jseborga,prodas|21/12/2015|24/04/2016||0|||1225.45|M3|152.38
SIP009|SUBMURACION DE LOS MUROS VECINOS COLINDANTES MEDIANTE HORMIGON CICLOPEO TIPO H15. LOS TRABAJOS INCLUYEN LA EXCAVACION A MANO Y EL APUNTALAMIENTO Y ENTIBACION NECESARIOS. VER ET SEC. 207|SIP-2||carguedas,jseborga,prodas|21/12/2015|24/04/2016||0|||108.25|M3|1235.71
SIP010|RELLENO Y COMPACTACION CON MATERIAL PROVENIENTE DE LA EXCAVACION, UNA VEZ CONSTRUIDAS LAS FUNDACIONES, SEGUN LAS ET SEC. 207.|SIP-2||carguedas,jseborga,prodas|21/12/2015|15/06/2016||0|||958|M3|52.21
SIP011|CARGUIO MATERIAL SOBRANTE DE LA EXCAVACION A MAQUINA, DE ACUERDO CON LAS ET SEC. 206. SE INCLUYE YA UN ESPONJAMIENTO DEL 20%|SIP-2||carguedas,jseborga,prodas|21/12/2015|15/06/2016||0|||7391.66|M3|50.23
SIP012|CARGUIO MATERIAL SOBRANTE DE LA EXCAVACION MANUAL DE FOSAS, DE ACUERDO CON LAS ET SEC. 206. SE INCLUYE YA UN ESPONJAMIENTO DEL 20%|SIP-2||carguedas,jseborga,prodas|21/12/2015|15/06/2016||0|||1470.54|M3|50.23
SIP013|ACARREO DEL MATERIAL SOBRANTE DE LA EXCAVACION A MAQUINA, DE ACUERDO CON LAS ET SEC. 206. DISTANCIA DE ACARREO 5.0 KM. SE INCLUYE YA UN ESPONJAMIENTO DEL 20%|SIP-2||carguedas,jseborga,prodas|21/12/2015|15/06/2016||0|||7391.66|M3|18.65
SIP014|ACARREO DEL MATERIAL SOBRANTE DE LA EXCAVACION MANUAL DE FOSAS, DE ACUERDO CON LAS ET DIV. 206. DISTANCIA DE ACARREO 5.0 KM.  SE INCLUYE YA UN ESPONJAMIENTO DEL 20%|SIP-2||carguedas,jseborga,prodas|21/12/2015|15/06/2016||0|||1470.54|M3|18.65
SIP-3|ESTRUCTURAS DE HORMIGON|||carguedas,jseborga,prodas||||1|||||
SIP015|EJECUCION DE UNA CAPA DE HORMIGON DE LIMPIEZA,  TIPO H12.5, DE 5 CM DE ESPESOR, EN EL FONDO DE LAS FOSAS DESTINADAS A FUNDACIONES.  CONTENIDO MINIMO DE CEMENTO 150 KG/M3.  VER ET.|SIP-3||carguedas,jseborga,prodas|02/02/2016|20/10/2016||0|||72.48|M3|792.4
